year,month,day,dow,doy,quarter,is_weekend,days_to_eom,days_from_som,dim,is_last1,is_first1,is_last2,is_first2,is_last3,is_first3,is_eom_payday,payday_intensity,t_days,t_years,regime_pre2019,regime_2019,regime_post2019,sin_y1,cos_y1,sin_y2,cos_y2,sin_y3,cos_y3,sin_y4,cos_y4,sin_y5,cos_y5,sin_w1,cos_w1,sin_m1,cos_m1,sin_w2,cos_w2,sin_m2,cos_m2,hol_new_year,hol_womens_day,hol_reunification,hol_labor_day,hol_national_day,hol_vn_womens_day,hol_dd_1111,hol_dd_1212,hol_christmas_eve,hol_christmas,hol_hung_kings,tet_days_diff,tet_in_7,tet_in_14,tet_in_30,tet_before_7,tet_after_7,tet_on,tet_intensity,tet_post_recovery,hol_black_friday,promo_spring_sale,promo_spring_sale_since,promo_spring_sale_until,promo_spring_sale_disc,promo_mid_year,promo_mid_year_since,promo_mid_year_until,promo_mid_year_disc,promo_fall_launch,promo_fall_launch_since,promo_fall_launch_until,promo_fall_launch_disc,promo_year_end,promo_year_end_since,promo_year_end_until,promo_year_end_disc,promo_urban_blowout,promo_urban_blowout_since,promo_urban_blowout_until,promo_urban_blowout_disc,promo_rural_special,promo_rural_special_since,promo_rural_special_until,promo_rural_special_disc,is_odd_year,is_q1,is_q2,is_q3,is_q4,q3_odd_year
2015,10,28,2,301,4,0,3,27,31,0,0,0,0,0,0,1,0.8,-1526,-4.177960301163586,1,0,0,-0.8935790198239952,0.4489059314938798,-0.8022658445149573,-0.5969669293392242,0.17329522734857314,-0.9848699224660109,0.9578523554276671,-0.2872609705505954,0.6866759803451531,0.7269636153323101,0.9749279121818236,-0.22252093395631434,-0.72479278722912,0.6889669190756865,-0.433883739117558,-0.9009688679024191,-0.9987165071710528,-0.050649168838712906,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,0,1,0
2015,8,16,6,228,3,1,15,15,31,0,0,0,0,0,0,0,0.0,-1599,-4.37782340862423,1,0,0,-0.7036774074790128,-0.7105196029692745,0.999953184360873,0.009676212407230897,-0.717295271600886,0.6967693257736101,0.019351518818325447,-0.9998127418269003,0.689796004665588,0.7240037789593312,-0.7818314824680299,0.6234898018587334,0.10116832198743272,-0.994869323391895,-0.9749279121818235,-0.2225209339563148,-0.20129852008866114,0.9795299412524943,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,17.0,16.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2020,10,12,0,286,4,0,19,11,31,0,0,0,0,0,0,0,0.0,285,0.7802874743326489,0,0,1,-0.9785481345802031,0.20601832032517084,-0.40319768608708534,-0.9151129033807907,0.8124159144868894,-0.5830783668499725,0.7379428103031385,0.6748632518680404,-0.5083564379375104,0.8611467540480462,0.0,1.0,0.7907757369376989,-0.6121059825476626,0.0,1.0,-0.9680771188662041,-0.2506525322587213,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,0,1,0
2021,9,10,4,253,3,0,20,9,30,0,0,0,0,0,0,0,0.0,618,1.6919917864476386,0,0,1,-0.9358348973349941,-0.35243871088460327,0.6596488896351408,-0.7515739101399981,0.47086328873605704,0.882206190933086,-0.9915497906051816,0.12972668480625174,0.22805777122152163,-0.9736476020539835,-0.433883739117558,-0.9009688679024191,0.9510565162951536,-0.30901699437494734,0.7818314824680296,0.6234898018587337,-0.587785252292473,-0.8090169943749476,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,11.0,21.0,10.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2021,2,23,1,54,1,0,5,22,28,0,0,0,0,0,0,0,0.0,419,1.1471594798083504,0,0,1,0.8009803309782905,0.5986906625177214,0.9590788900341131,-0.28313898122818354,0.3474028211842774,-0.9377159910299093,-0.5431052396834317,-0.8396646346181327,-0.9977068927101168,-0.06768276175455162,0.7818314824680298,0.6234898018587336,-0.9749279121818238,0.22252093395631334,0.9749279121818236,-0.22252093395631434,-0.4338837391175562,-0.90096886790242,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,0,0,0.6333333333333333,1,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,24.0,6.0,15.0,1,1,0,0,0,0
2019,11,16,5,320,4,1,14,15,30,0,0,0,0,0,0,0,0.0,-46,-0.12594113620807665,0,1,0,-0.7021479494046978,0.7120310787787131,-0.9999023237537765,0.01397651429355571,-0.7217751111067896,-0.6921276536786992,-0.027950298240208452,-0.9996093140964041,0.6819721490904623,-0.7313781428679259,-0.9749279121818236,-0.2225209339563146,5.66553889764798e-16,-1.0,0.43388373911755845,-0.9009688679024189,-1.133107779529596e-15,1.0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,0,1,0
2014,7,29,1,210,3,0,2,28,31,0,0,0,0,1,0,1,1.0,-1982,-5.426420260095825,1,0,0,-0.45370308603134424,-0.8911529104063088,0.8086376511543126,0.5883070194512693,-0.9875365065492301,-0.15739011478661072,0.9514544127333379,-0.30778970172872777,-0.7082462315032508,0.7059654917638989,0.7818314824680298,0.6234898018587336,-0.5712682150947924,0.8207634412072763,0.9749279121818236,-0.22252093395631434,-0.9377521321470805,0.34730525284482006,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,1,0,0
2013,1,14,0,14,1,0,17,13,31,0,0,0,0,0,0,0,0.0,-2543,-6.962354551676934,1,0,0,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858,0.6612634749656386,0.7501537286959042,0.8211001178128892,0.5707841943569036,0.9335418911179212,0.35846832151248087,0.0,1.0,0.48530196253108104,-0.8743466161445821,0.0,1.0,-0.848644257494751,0.5289640103269624,0,0,0,0,0,0,0,0,0,0,0,-27,0,0,1,0,0,0,0.1,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,1,0,0,0,0
2013,9,27,4,270,3,0,3,26,30,0,0,0,0,0,0,1,0.55,-2287,-6.261464750171116,1,0,0,-0.9977068927101168,-0.06768276175455162,0.13505511584034569,-0.9908380875225532,0.9794250862518059,0.2018080781848007,-0.26763550537876996,0.9635202313707016,-0.943196465956587,-0.33223549871590297,-0.433883739117558,-0.9009688679024191,-0.743144825477394,0.6691306063588585,0.7818314824680296,0.6234898018587337,-0.9945218953682734,-0.10452846326765272,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,28.0,4.0,10.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2016,8,18,3,231,3,0,13,17,31,0,0,0,0,0,0,0,0.0,-1231,-3.370294318959617,1,0,0,-0.7393922635959241,-0.673274892250183,0.9956284932063294,-0.09340183893100905,-0.6012710693734842,0.7990451183346701,-0.18598706431516163,-0.9825521929686117,0.8517119107469184,0.5240103253675764,0.43388373911755823,-0.900968867902419,-0.2993631229733582,-0.9541392564000488,-0.7818314824680299,0.6234898018587334,0.5712682150947928,0.8207634412072761,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,1,0,0
2017,6,11,6,162,2,1,19,10,30,0,0,0,0,0,0,0,0.0,-934,-2.5571526351813825,1,0,0,0.3474028211842774,-0.9377159910299093,-0.6515303615068021,0.75862255966641,0.8744980560685747,-0.48502901968055895,-0.9885312610933433,0.15101637606963153,0.9794250862518059,0.2018080781848007,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,-0.9749279121818235,-0.2225209339563148,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,1,0,0,0
2014,9,10,2,253,3,0,20,9,30,0,0,0,0,0,0,0,0.0,-1939,-5.308692676249144,1,0,0,-0.9358348973349941,-0.35243871088460327,0.6596488896351408,-0.7515739101399981,0.47086328873605704,0.882206190933086,-0.9915497906051816,0.12972668480625174,0.22805777122152163,-0.9736476020539835,0.9749279121818236,-0.22252093395631434,0.9510565162951536,-0.30901699437494734,-0.433883739117558,-0.9009688679024191,-0.587785252292473,-0.8090169943749476,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,11.0,21.0,10.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,1,0,0
2021,12,27,0,361,4,0,4,26,31,0,0,0,0,0,0,1,0.55,726,1.9876796714579055,0,0,1,-0.07304518821104743,0.9973286321364752,-0.14570011528535065,0.9893288009584253,-0.21757660514828095,0.9760432474496963,-0.28829064070952054,0.957542952811671,-0.35746441556486397,0.9339267592294752,0.0,1.0,-0.848644257494751,0.5289640103269624,0.0,1.0,-0.8978045395707416,-0.4403941515576344,0,0,0,0,0,0,0,0,0,0,0,-36,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,39.0,6.0,20.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,0,1,0
2012,8,2,3,215,3,0,29,1,31,0,0,0,1,0,1,1,0.55,-2708,-7.41409993155373,1,0,0,-0.5285813283559292,-0.8488826652214553,0.8974070536021568,0.44120355862696276,-0.9950052545447352,0.09982255971656227,0.7918783711724181,-0.6106788397098085,-0.3494183899593994,0.9369668023778543,0.43388373911755823,-0.900968867902419,0.20129852008866006,0.9795299412524945,-0.7818314824680299,0.6234898018587334,0.39435585511331855,0.9189578116202306,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,1,0,0
2015,9,20,6,263,3,1,10,19,30,0,0,0,0,0,0,0,0.0,-1564,-4.2819986310746065,1,0,0,-0.9823516608469237,-0.18704334906991657,0.3674846892184069,-0.9300295711374187,0.844880526840267,0.5349550405091186,-0.683543255826725,0.7299100063801018,-0.5891760872322934,-0.8080046647350775,-0.7818314824680299,0.6234898018587334,-0.743144825477394,-0.6691306063588585,-0.9749279121818235,-0.2225209339563148,0.9945218953682734,-0.10452846326765287,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,21.0,11.0,10.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2014,6,24,1,175,2,0,6,23,30,0,0,0,0,0,0,0,0.0,-2017,-5.522245037645448,1,0,0,0.13079267585675922,-0.9914097417023038,-0.2593382659754056,0.9657865518844574,0.3834282907116408,-0.9235706501843535,-0.5009308193361626,0.8654873276017396,0.6098270977059344,-0.7925344856241631,0.7818314824680298,0.6234898018587336,-0.9945218953682734,0.10452846326765299,0.9749279121818236,-0.22252093395631434,-0.2079116908177584,-0.9781476007338058,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,1,1.0,28.0,18.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,1,0,0,0
2020,9,8,1,252,3,0,22,7,30,0,0,0,0,0,0,0,0.0,251,0.6872005475701575,0,0,1,-0.9296339319682695,-0.3684843993077793,0.6851112019949135,-0.72843849493357,0.4247283525160183,0.9053208417842974,-0.9981227456866079,0.06124528180216964,0.31085696824350373,-0.950456703534915,0.7818314824680298,0.6234898018587336,0.9945218953682733,0.10452846326765346,0.9749279121818236,-0.22252093395631434,0.20791169081775931,-0.9781476007338057,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,9.0,23.0,10.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,1,0,0
2021,3,25,3,84,1,0,6,24,31,0,0,0,0,0,0,0,0.0,449,1.2292950034223136,0,0,1,0.992098522791769,0.12546123335273648,0.24893980855376657,-0.9685189578512204,-0.9296339319682695,-0.3684843993077793,-0.4822058478963526,0.8760579434344281,0.8086376511543126,0.5883070194512693,0.43388373911755823,-0.900968867902419,-0.9884683243281114,0.15142777750457667,-0.7818314824680299,0.6234898018587334,-0.299363122973358,-0.9541392564000488,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0.0,0,0,1,7.0,23.0,12.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,1,0,0,0,0
2019,5,25,5,145,2,1,6,24,31,0,0,0,0,0,0,0,0.0,-221,-0.6050650239561944,0,1,0,0.6029878670694714,-0.7977503570459932,-0.9620675724981452,0.27281126433401914,0.9319916318560635,0.36247978998872715,-0.5249257416559593,-0.8511480281049478,-0.0944722361987147,0.9955274966507024,-0.9749279121818236,-0.2225209339563146,-0.9884683243281114,0.15142777750457667,0.43388373911755845,-0.9009688679024189,-0.299363122973358,-0.9541392564000488,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,1,0,0,0
2021,12,28,1,362,4,0,3,27,31,0,0,0,0,0,0,1,0.8,727,1.9904175222450375,0,0,1,-0.05587875690537313,0.9984375616565666,-0.11158289958600157,0.9937551290534204,-0.16693835946505894,0.9859673342150412,-0.2217721575564837,0.9750985130399605,-0.2759129450029639,0.9611826292540827,0.7818314824680298,0.6234898018587336,-0.72479278722912,0.6889669190756865,0.9749279121818236,-0.22252093395631434,-0.9987165071710528,-0.050649168838712906,0,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,40.0,5.0,20.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,0,1,0
2015,8,6,3,218,3,0,25,5,31,0,0,0,0,0,0,0,0.0,-1609,-4.405201916495551,1,0,0,-0.5716666713027052,-0.8204859638785327,0.9380889596420647,0.3463944338433696,-0.9677109772087535,0.25206242201026163,0.6498975881398573,-0.7600217924046628,-0.09875272084577562,0.9951120038093985,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,-0.7818314824680299,0.6234898018587334,0.8978045395707416,-0.4403941515576344,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,7.0,26.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2022,12,22,3,356,4,0,9,21,31,0,0,0,0,0,0,0,0.0,1086,2.973305954825462,0,0,1,-0.15845177496083632,0.9873667175937016,-0.3129000178799537,0.949786070023521,-0.4594423522174453,0.888207591156989,-0.5943761565849813,0.8041871576214493,-0.7142921172691058,0.6998476771464044,0.43388373911755823,-0.900968867902419,-0.8978045395707417,-0.44039415155763423,-0.7818314824680299,0.6234898018587334,0.7907757369376984,-0.612105982547663,0,0,0,0,0,0,0,0,0,0,0,-31,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,34.0,11.0,20.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,0,1,0
2020,8,23,6,236,3,1,8,22,31,0,0,0,0,0,0,0,0.0,235,0.6433949349760438,0,0,1,-0.7944973291665992,-0.6072676460566135,0.9649450457625344,-0.2624520121057191,-0.3774624838618108,0.9260248772451376,-0.5065035376636446,-0.8622378826833189,0.9926289059345094,0.12119346147073698,-0.7818314824680299,0.6234898018587334,-0.9680771188662041,-0.2506525322587213,-0.9749279121818235,-0.2225209339563148,0.48530196253108243,-0.8743466161445813,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,1,0,0
2018,11,15,3,319,4,0,15,14,30,0,0,0,0,0,0,0,0.0,-412,-1.1279945242984257,1,0,0,-0.7142921172691032,0.699847677146407,-0.9997913581495419,-0.020426457585556834,-0.6851112019949128,-0.7284384949335707,0.040844391543295756,-0.9991655196610109,0.7422809070869806,-0.6700888411055128,0.43388373911755823,-0.900968867902419,0.20791169081775931,-0.9781476007338057,-0.7818314824680299,0.6234898018587334,-0.40673664307580015,0.913545457642601,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,0,1,0
2017,11,16,3,320,4,0,14,15,30,0,0,0,0,0,0,0,0.0,-776,-2.1245722108145104,1,0,0,-0.7021479494046978,0.7120310787787131,-0.9999023237537765,0.01397651429355571,-0.7217751111067896,-0.6921276536786992,-0.027950298240208452,-0.9996093140964041,0.6819721490904623,-0.7313781428679259,0.43388373911755823,-0.900968867902419,5.66553889764798e-16,-1.0,-0.7818314824680299,0.6234898018587334,-1.133107779529596e-15,1.0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,0,1,0
2014,5,5,0,125,2,0,26,4,31,0,0,0,0,0,0,1,0.25,-2067,-5.6591375770020536,1,0,0,0.8367329140344921,-0.5476112038402312,-0.9164086366943458,-0.4002439388573056,0.16693835946505886,0.9859673342150412,0.733574004706797,-0.6796095788159788,-0.9703650471118362,-0.24164369502150035,0.0,1.0,0.7247927872291199,0.6889669190756866,0.0,1.0,0.9987165071710528,-0.05064916883871264,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,1,0,0,0
2018,9,7,4,250,3,0,23,6,30,0,0,0,0,0,0,0,0.0,-481,-1.3169062286105406,1,0,0,-0.9164086366943458,-0.4002439388573056,0.733574004706797,-0.6796095788159788,0.3291915385199928,0.9442631682782295,-0.9970878407382744,-0.07626164076313574,0.46896519100763273,-0.8832166493127123,-0.433883739117558,-0.9009688679024191,0.9510565162951535,0.30901699437494745,0.7818314824680296,0.6234898018587337,0.5877852522924732,-0.8090169943749473,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,8.0,24.0,10.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,1,0,0
2015,4,1,2,91,2,0,29,0,30,0,1,0,1,0,1,1,0.8,-1736,-4.7529089664613275,1,0,0,0.9999855506507186,0.005375731557583884,0.01075130776352193,-0.9999422030204416,-0.9998699583618592,-0.016126573270657762,-0.021501372740813793,0.999768818762748,0.9996387871459109,0.026875550849280297,0.9749279121818236,-0.22252093395631434,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0.0,0,0,1,14.0,16.0,12.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,1,0,0,0
2014,7,10,3,191,3,0,21,9,31,0,0,0,0,0,0,0,0.0,-2001,-5.478439425051334,1,0,0,-0.1435724234118113,-0.9896398128792412,0.2841699724797683,0.9587739184713191,-0.4188794133697427,-0.9080418696596652,0.5449095160526287,0.8384948534816955,-0.6596488896351387,-0.7515739101399999,0.43388373911755823,-0.900968867902419,0.9680771188662043,-0.2506525322587204,-0.7818314824680299,0.6234898018587334,-0.4853019625310808,-0.8743466161445822,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,1,17.0,12.0,18.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,1,0,0
2013,8,16,4,228,3,0,15,15,31,0,0,0,0,0,0,0,0.0,-2329,-6.376454483230664,1,0,0,-0.7036774074790128,-0.7105196029692745,0.999953184360873,0.009676212407230897,-0.717295271600886,0.6967693257736101,0.019351518818325447,-0.9998127418269003,0.689796004665588,0.7240037789593312,-0.433883739117558,-0.9009688679024191,0.10116832198743272,-0.994869323391895,0.7818314824680296,0.6234898018587337,-0.20129852008866114,0.9795299412524943,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,17.0,16.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2017,12,30,5,364,4,1,1,29,31,0,0,1,0,1,0,1,1.0,-732,-2.004106776180698,1,0,0,-0.021501372740813793,0.999768818762748,-0.04299280405372191,0.9990753819405211,-0.0644643571073619,0.9979200101524843,-0.08590610426133241,0.9963032375991966,-0.10730813165636167,0.9942258118156161,-0.9749279121818236,-0.2225209339563146,-0.3943558551133187,0.9189578116202306,0.43388373911755845,-0.9009688679024189,-0.7247927872291202,0.6889669190756863,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,42.0,3.0,20.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,0,1,0
2014,1,6,0,6,1,0,25,5,31,0,0,0,0,0,0,0,0.0,-2186,-5.984941820670773,1,0,0,0.10303137904317879,0.9946781061893646,0.20496611396949532,0.9787690698649216,0.3047192331091634,0.9524422234305676,0.4012289854475009,0.9159777842484877,0.49346814167723735,0.8697638720650646,0.0,1.0,0.8486442574947509,0.5289640103269624,0.0,1.0,0.8978045395707416,-0.4403941515576344,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,1,0,0,0,0.16666666666666666,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,1,0,0,0,0
2021,8,25,2,237,3,0,6,24,31,0,0,0,0,0,0,0,0.0,602,1.648186173853525,0,0,1,-0.8048257371083452,-0.593511190196115,0.9553461622632788,-0.29548893422398215,-0.3291915385199954,0.9442631682782286,-0.5645884386042955,-0.8253725795023503,0.9993706508539969,0.035472555753127424,0.9749279121818236,-0.22252093395631434,-0.9884683243281114,0.15142777750457667,-0.433883739117558,-0.9009688679024191,-0.299363122973358,-0.9541392564000488,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,26.0,7.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2015,2,23,0,54,1,0,5,22,28,0,0,0,0,0,0,0,0.0,-1773,-4.854209445585216,1,0,0,0.8009803309782905,0.5986906625177214,0.9590788900341131,-0.28313898122818354,0.3474028211842774,-0.9377159910299093,-0.5431052396834317,-0.8396646346181327,-0.9977068927101168,-0.06768276175455162,0.0,1.0,-0.9749279121818238,0.22252093395631334,0.0,1.0,-0.4338837391175562,-0.90096886790242,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0.8666666666666667,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,24.0,6.0,15.0,1,1,0,0,0,0
2017,9,23,5,266,3,1,7,22,30,0,0,0,0,0,0,0,0.0,-830,-2.272416153319644,1,0,0,-0.9906923101615609,-0.13612033862266704,0.2697067454601279,-0.962942506826501,0.9172671631198608,0.39827245882943335,-0.519424179162785,0.8545165429066116,-0.7758587728069825,-0.6309066211876708,-0.9749279121818236,-0.2225209339563146,-0.9945218953682733,-0.10452846326765423,0.43388373911755845,-0.9009688679024189,0.20791169081776084,-0.9781476007338054,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,24.0,8.0,10.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2021,5,18,1,138,2,0,13,17,31,0,0,0,0,0,0,0,0.0,503,1.377138945927447,0,0,1,0.6944521021088763,-0.719538934232584,-0.9993706508539969,0.03547255575312556,0.7437200839287408,0.6684911643103645,-0.07090046226091157,-0.9974833955766828,-0.641688797825113,0.7669651144255266,0.7818314824680298,0.6234898018587336,-0.2993631229733582,-0.9541392564000488,0.9749279121818236,-0.22252093395631434,0.5712682150947928,0.8207634412072761,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,1,0,0,0
